UBA.Genome.ID	Experiment.Title	Study.Title
UBA4288	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA4289	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA4290	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA4291	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA4292	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA4293	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA4294	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4295	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4296	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4297	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4298	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4299	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4300	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4301	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4302	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4303	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4304	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4305	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4306	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4307	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4308	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4309	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4310	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4311	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4312	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4313	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4314	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4315	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4316	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4317	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4318	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4319	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4320	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4321	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4322	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4323	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4324	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4325	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4326	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4327	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4328	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4329	Tag1435-1 metagenomic sample	Sheep rumen microbiome
UBA4330	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4331	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4332	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4333	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4334	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4335	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4336	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4337	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4338	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4339	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4340	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4341	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4342	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4343	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4344	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4345	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4346	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4347	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4348	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4349	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4350	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4351	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4352	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4353	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4354	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4355	Tag1494-2 metagenomic sample	Sheep rumen microbiome
UBA4356	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4357	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4358	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4359	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4360	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4361	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4362	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4363	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4364	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4365	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4366	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4367	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4368	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4369	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4370	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4371	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4372	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4373	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4374	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4375	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4376	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4377	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4378	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4379	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4380	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4381	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4382	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4383	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4384	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4385	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4386	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4387	Tag1265-1 metagenomic sample	Sheep rumen microbiome
UBA4388	Shotgun sequencing of environmental sample: Sample P00789	New York City MTA subway samples Metagenome
UBA4389	Shotgun sequencing of environmental sample: Sample P00789	New York City MTA subway samples Metagenome
UBA4390	Shotgun sequencing of environmental sample: Sample P00789	New York City MTA subway samples Metagenome
UBA4391	Shotgun sequencing of environmental sample: Sample P00790	New York City MTA subway samples Metagenome
UBA4392	Shotgun sequencing of environmental sample: Sample P00790	New York City MTA subway samples Metagenome
UBA4393	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4394	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4395	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4396	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4397	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4398	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4399	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4400	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4401	Shotgun sequencing of environmental sample: Sample P00791	New York City MTA subway samples Metagenome
UBA4402	Shotgun sequencing of environmental sample: Sample P00784	New York City MTA subway samples Metagenome
UBA4403	Shotgun sequencing of environmental sample: Sample P00784	New York City MTA subway samples Metagenome
UBA4404	Shotgun sequencing of environmental sample: Sample P00784	New York City MTA subway samples Metagenome
UBA4405	Shotgun sequencing of environmental sample: Sample P00785	New York City MTA subway samples Metagenome
UBA4406	Shotgun sequencing of environmental sample: Sample P00785	New York City MTA subway samples Metagenome
UBA4407	Columbus WWTP activated sludge gDNA	activated sludge metagenome
UBA4408	Columbus WWTP activated sludge gDNA	activated sludge metagenome
UBA4409	Lake Michigan virome Montrose 10-Jun-14	Lake Michigan Chicago Virome Metagenome
UBA4410	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4411	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4412	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4413	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4414	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4415	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4416	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4417	June 2011 GAO SBR metagenome	SBR Enriched Microbial Communities from a Danish Wastwater Treatment Plant Metagenome
UBA4418	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4419	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4420	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4421	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4422	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4423	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4424	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4425	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4426	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4427	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4428	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4429	COGITO 998_met_10 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_10 Metagenome
UBA4430	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4431	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4432	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4433	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4434	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4435	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4436	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4437	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4438	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4439	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4440	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4441	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4442	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4443	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4444	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4445	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4446	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4447	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4448	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA4449	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4450	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4451	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4452	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4453	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4454	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4455	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4456	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4457	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA4458	Crude oil metagenome 2 Sequencing	Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 2 Metagenome
UBA4459	Crude oil metagenome 2 Sequencing	Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 2 Metagenome
UBA4460	Crude oil metagenome 2 Sequencing	Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 2 Metagenome
UBA4461	Crude oil metagenome 2 Sequencing	Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 2 Metagenome
UBA4462	Crude oil metagenome 2 Sequencing	Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 2 Metagenome
UBA4463	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4464	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4465	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4466	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4467	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4468	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4469	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4470	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4471	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4472	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4473	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4474	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4475	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4476	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4477	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4478	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4479	COGITO 998_met_09 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_09 Metagenome
UBA4480	Shotgun sequencing of environmental sample: Sample P00087	New York City MTA subway samples Metagenome
UBA4481	Shotgun sequencing of environmental sample: Sample P00087	New York City MTA subway samples Metagenome
UBA4482	Shotgun sequencing of environmental sample: Sample P00719	New York City MTA subway samples Metagenome
UBA4483	Shotgun sequencing of environmental sample: Sample P00719	New York City MTA subway samples Metagenome
UBA4484	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4485	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4486	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4487	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4488	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4489	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4490	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4491	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4492	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4493	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4494	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4495	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4496	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4497	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4498	Biocathode Biofilm Metagenome	Biocathode biofilm Metagenome
UBA4499	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4500	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4501	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4502	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4503	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4504	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4505	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4506	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4507	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4508	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4509	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4510	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4511	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4512	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4513	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4514	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4515	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4516	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4517	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4518	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4519	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4520	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4521	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4522	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4523	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4524	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4525	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4526	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4527	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4528	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA4529	Shotgun sequencing of environmental sample: Sample P00722	New York City MTA subway samples Metagenome
UBA4530	Shotgun sequencing of environmental sample: Sample P00722	New York City MTA subway samples Metagenome
UBA4531	Shotgun sequencing of environmental sample: Sample P00722	New York City MTA subway samples Metagenome
UBA4532	Shotgun sequencing of environmental sample: Sample P00722	New York City MTA subway samples Metagenome
UBA4533	Shotgun sequencing of environmental sample: Sample P00721	New York City MTA subway samples Metagenome
UBA4534	Shotgun sequencing of environmental sample: Sample P00721	New York City MTA subway samples Metagenome
UBA4535	Shotgun sequencing of environmental sample: Sample P00721	New York City MTA subway samples Metagenome
UBA4536	Shotgun sequencing of environmental sample: Sample P00721	New York City MTA subway samples Metagenome
UBA4537	Shotgun sequencing of environmental sample: Sample P00572	New York City MTA subway samples Metagenome
UBA4538	Shotgun sequencing of environmental sample: Sample P00572	New York City MTA subway samples Metagenome
UBA4539	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA4540	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA4541	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA4542	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA4543	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA4544	Shotgun sequencing of environmental sample: Sample P00567	New York City MTA subway samples Metagenome
UBA4545	Shotgun sequencing of environmental sample: Sample P00567	New York City MTA subway samples Metagenome
UBA4546	Shotgun sequencing of environmental sample: Sample P00567	New York City MTA subway samples Metagenome
UBA4547	Shotgun sequencing of environmental sample: Sample P00569	New York City MTA subway samples Metagenome
UBA4548	Shotgun sequencing of environmental sample: Sample P00569	New York City MTA subway samples Metagenome
UBA4549	Shotgun sequencing of environmental sample: Sample P00569	New York City MTA subway samples Metagenome
UBA4550	Shotgun sequencing of environmental sample: Sample P00569	New York City MTA subway samples Metagenome
UBA4551	Shotgun sequencing of environmental sample: Sample P00569	New York City MTA subway samples Metagenome
UBA4552	Shotgun sequencing of environmental sample: Sample P00564	New York City MTA subway samples Metagenome
UBA4553	Shotgun sequencing of environmental sample: Sample P00564	New York City MTA subway samples Metagenome
UBA4554	Shotgun sequencing of environmental sample: Sample P00564	New York City MTA subway samples Metagenome
UBA4555	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4556	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4557	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4558	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4559	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4560	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4561	Shotgun sequencing of environmental sample: Sample P00566	New York City MTA subway samples Metagenome
UBA4562	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4563	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4564	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4565	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4566	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4567	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4568	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4569	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4570	Shotgun sequencing of environmental sample: Sample P00751	New York City MTA subway samples Metagenome
UBA4571	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA4572	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA4573	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90102	Lab-scale EBPR reactor Metagenome
UBA4574	Illumina sequencing of community genomic DNA from Richmond Mine AB20 location biofilm June 2006 DS3	Richmond Mine AMD Biofilm Samples Metagenome
